Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,9:13,SA,Zach Collins,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,10,3,0.977,0.973,9:13
1,8:04,SA,Keita Bates-Diop,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,11,7,0.97,0.965,8:22
1,7:11,SA,Malaki Branham,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,15,7,0.977,0.975,7:11
1,5:37,CLE,Darius Garland,Offensive Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,22,11,0.979,0.981,5:49
1,5:17,CLE,Isaac Okoro,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,22,11,0.974,0.978,5:19
1,3:21,SA,Blake Wesley,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,27,15,0.984,0.981,3:24
1,2:22,CLE,Dean Wade,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,29,17,0.973,0.978,2:32
1,44.1,SA,Charles Bassey,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,34,19,0.988,0.986,51.1
2,11:01,CLE,Ricky Rubio,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,34,19,0.983,0.983,11:11
2,10:26,SA,Devonte' Graham,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,34,22,0.981,0.977,10:38
2,9:43,SA,Dominick Barlow,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,36,24,0.98,0.976,9:50
2,9:16,SA,Devonte' Graham,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,37,26,0.977,0.973,9:25
2,6:39,CLE,Caris LeVert,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,44,30,0.971,0.977,6:51
2,4:33,CLE,Evan Mobley,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,48,35,0.965,0.972,4:36
2,3:44,SA,Dominick Barlow,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,50,37,0.98,0.975,3:52
2,1:17,SA,Keldon Johnson,Offensive Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,60,45,0.981,0.977,1:30
2,1:09,SA,Zach Collins,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,60,45,0.985,0.981,1:17
3,9:51,CLE,Darius Garland,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,72,51,0.993,0.993,10:04
3,9:03,CLE,Jarrett Allen,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,72,54,0.982,0.987,9:15
3,7:13,CLE,Evan Mobley,Defensive 3-Seconds Technical,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,76,62,0.974,0.981,8:45
3,6:50,SA,Malaki Branham,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,76,64,0.966,0.966,7:04
3,4:48,CLE,Darius Garland,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,80,69,0.944,0.96,4:48
3,2:39,SA,Dominick Barlow,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,87,75,0.968,0.968,2:50
3,2:15,CLE,Jarrett Allen,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,87,75,0.954,0.961,2:29
3,39.0,CLE,Caris LeVert,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,89,77,0.955,0.963,39.2
3,3.1,SA,Keita Bates-Diop,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,89,81,0.948,0.928,11.1
4,11:49,SA,Charles Bassey,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,91,81,0.958,0.948,0.0
4,11:17,CLE,Evan Mobley,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,91,81,0.917,0.946,11:20
4,10:22,CLE,Darius Garland,Technical Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,95,85,0.934,0.946,10:24
4,9:43,SA,Jeremy Sochan,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,95,89,0.9,0.933,9:57
4,9:33,CLE,Donovan Mitchell,Offensive Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,95,89,0.868,0.9,9:43
4,9:02,SA,Blake Wesley,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,95,91,0.851,0.842,9:16
4,8:47,SA,Keita Bates-Diop,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,95,91,0.872,0.846,8:47
4,8:01,SA,Malaki Branham,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,96,91,0.898,0.879,8:01
4,7:42,SA,Blake Wesley,Personal Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,97,91,0.936,0.906,7:43
4,7:06,SA,Malaki Branham,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,99,91,0.966,0.947,7:13
4,2:38,CLE,Darius Garland,Loose Ball Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,109,98,0.991,0.992,2:38
4,2:34,CLE,Jarrett Allen,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,109,98,0.977,0.991,2:38
4,11.1,CLE,Donovan Mitchell,Shooting Foul,Foul,Mitchell Ervin,Aaron Smith,Robert Hussey,CLE,117,108,0.997,0.999,11.1
