Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,7:24,BOS,Marcus Smart,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,13,16,0.298,0.266,7:35
1,6:50,CHA,LaMelo Ball,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,15,18,0.247,0.246,7:00
1,6:37,BOS,Al Horford,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,17,18,0.329,0.29,6:37
1,5:45,CHA,Jalen McDaniels,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,20,20,0.282,0.314,5:56
1,2:50,BOS,Jayson Tatum,Technical Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,31,29,0.423,0.403,2:50
1,2:25,BOS,Grant Williams,Offensive Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,34,29,0.492,0.461,2:32
1,2:09,BOS,Malcolm Brogdon,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,34,29,0.489,0.492,2:25
2,10:41,CHA,Cody Martin,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,38,31,0.544,0.542,10:53
2,9:30,CHA,Cody Martin,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,42,33,0.59,0.645,9:30
2,8:27,CHA,Dennis Smith Jr.,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,48,34,0.764,0.763,8:39
2,3:52,BOS,Robert Williams III,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,60,47,0.837,0.8,4:10
2,3:21,CHA,Cody Martin,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,62,49,0.761,0.807,3:21
2,1:33,BOS,Al Horford,Loose Ball Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,62,57,0.632,0.582,1:33
2,1:33,BOS,Marcus Smart,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,62,57,0.632,0.632,1:33
2,1:00,CHA,P.J. Washington,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,64,57,0.564,0.618,1:04
3,3:43,CHA,Jalen McDaniels,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,80,83,0.29,0.29,4:06
3,2:18,BOS,Grant Williams,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,80,85,0.253,0.253,2:35
3,2:01,BOS,Sam Hauser,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,82,85,0.362,0.289,2:01
3,41.2,CHA,Nick Richards,Loose Ball Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,83,90,0.111,0.091,11:34
4,10:59,BOS,Justin Jackson,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,87,95,0.169,0.108,10:59
4,10:47,CHA,LaMelo Ball,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,88,95,0.094,0.138,10:59
4,9:51,BOS,Payton Pritchard,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,90,99,0.134,0.08,9:51
4,8:15,BOS,Luke Kornet,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,91,104,0.054,0.031,8:22
4,7:12,CHA,Cody Martin,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,95,108,0.013,0.026,7:12
4,4:09,BOS,Al Horford,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,99,114,0.005,0.001,4:09
4,3:07,BOS,Malcolm Brogdon,Personal Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,102,116,0.007,0.003,3:13
4,2:00,BOS,Al Horford,Shooting Foul,Foul,Derrick Collins,Ed Malloy,Justin Van Duyne,CHA,103,118,0.001,0.001,2:18
