Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,11:24,BOS,Al Horford,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,0,0,0.812,0.838,11:45
1,10:32,MIA,Bam Adebayo,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,4,4,0.853,0.831,10:32
1,9:01,BOS,Jayson Tatum,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,4,4,0.823,0.822,9:04
1,8:35,MIA,Kyle Lowry,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,4,7,0.812,0.789,8:52
1,7:20,BOS,Jayson Tatum,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,11,13,0.766,0.797,7:20
1,6:16,MIA,Jimmy Butler III,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,15,15,0.835,0.808,6:16
1,6:04,BOS,Al Horford,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,16,15,0.798,0.823,6:16
1,4:08,MIA,Dewayne Dedmon,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,18,21,0.786,0.758,4:09
1,2:52,MIA,Max Strus,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,20,24,0.759,0.728,3:00
1,31.9,BOS,Derrick White,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,27,26,0.761,0.795,45.1
2,11:10,MIA,Bam Adebayo,Offensive Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,27,29,0.742,0.719,11:15
2,10:38,MIA,Bam Adebayo,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,27,29,0.739,0.739,10:42
2,9:44,MIA,Dewayne Dedmon,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,27,31,0.702,0.682,9:44
2,7:58,BOS,Grant Williams,Loose Ball Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,31,36,0.609,0.61,7:58
2,5:52,MIA,Dewayne Dedmon,Offensive Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,40,39,0.776,0.755,6:12
2,5:52,MIA,MIA,Delay Technical,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,40,39,0.77,0.776,5:52
2,5:40,BOS,Al Horford,Offensive Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,41,39,0.775,0.798,5:52
2,5:22,MIA,Udonis Haslem,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,41,39,0.795,0.796,5:22
2,3:54,MIA,Udonis Haslem,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,46,42,0.843,0.828,3:55
2,3:17,MIA,Jimmy Butler III,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,48,44,0.854,0.826,3:31
2,2:06,BOS,Derrick White,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,53,51,0.733,0.778,2:06
2,1:24,MIA,Udonis Haslem,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,55,55,0.761,0.724,1:34
2,42.3,BOS,Derrick White,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,59,59,0.668,0.718,42.3
2,33.9,MIA,Max Strus,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,59,59,0.757,0.719,42.3
3,11:04,MIA,Caleb Martin,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,64,59,0.848,0.814,11:04
3,9:50,BOS,Jayson Tatum,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,66,65,0.674,0.73,9:50
3,8:38,MIA,Kyle Lowry,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,69,68,0.723,0.723,8:44
3,8:08,MIA,Kyle Lowry,Loose Ball Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,69,68,0.718,0.719,8:08
3,7:26,MIA,Kyle Lowry,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,69,68,0.76,0.716,7:41
3,4:06,BOS,Marcus Smart,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,80,70,0.907,0.907,4:19
3,2:24,BOS,BOS,Delay Technical,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,86,74,0.945,0.941,2:25
3,1:17,MIA,Max Strus,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,86,78,0.924,0.896,1:43
3,4.3,BOS,Luke Kornet,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,87,80,0.807,0.851,24.5
4,8:39,BOS,Derrick White,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,91,90,0.546,0.655,8:39
4,8:28,MIA,Gabe Vincent,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,91,91,0.614,0.598,8:39
4,5:30,MIA,Tyler Herro,Offensive Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,95,98,0.374,0.312,5:46
4,3:13,MIA,Kyle Lowry,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,99,102,0.456,0.327,3:20
4,2:21,BOS,Jaylen Brown,Personal Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,102,102,0.469,0.477,2:35
4,1:09,BOS,Grant Williams,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,105,104,0.389,0.502,1:21
5,1:02,MIA,Kyle Lowry,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,114,116,0.537,0.317,1:04
5,40.0,BOS,Jaylen Brown,Shooting Foul,Foul,John Goble,Scott Twardoski,Mousa Dagher,BOS,116,116,0.279,0.507,1:02
