Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,6:55,BKN,Ben Simmons,Personal Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,13,11,0.386,0.384,7:09
1,6:07,BKN,Royce O'Neale,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,13,13,0.305,0.341,6:09
1,4:54,PHX,Deandre Ayton,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,13,17,0.308,0.273,5:13
1,3:50,PHX,Chris Paul,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,17,21,0.311,0.276,4:03
1,3:42,PHX,Saben Lee,Offensive Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,18,21,0.298,0.276,3:50
1,3:21,BKN,Patty Mills,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,18,21,0.245,0.277,3:26
1,2:31,PHX,Torrey Craig,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,18,23,0.29,0.256,2:33
1,1:13,BKN,T.J. Warren,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,22,23,0.293,0.326,1:29
2,8:51,PHX,Devin Booker,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,31,29,0.48,0.428,8:51
2,8:16,PHX,Damion Lee,Personal Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,31,32,0.369,0.371,8:31
2,7:55,BKN,Cam Thomas,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,31,34,0.271,0.317,7:55
2,7:40,PHX,Damion Lee,Personal Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,31,35,0.291,0.29,7:55
2,6:42,BKN,Ben Simmons,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,35,35,0.332,0.372,7:04
2,4:47,PHX,Chris Paul,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,37,41,0.315,0.294,4:47
2,4:16,BKN,Royce O'Neale,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,41,41,0.337,0.381,4:27
2,3:33,PHX,Dario Saric,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,45,44,0.474,0.416,3:33
2,2:01,PHX,Damion Lee,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,49,48,0.507,0.455,2:07
3,9:47,PHX,Deandre Ayton,Offensive Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,55,60,0.268,0.241,9:55
3,7:18,BKN,Royce O'Neale,Personal Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,62,65,0.302,0.3,7:27
3,7:15,BKN,Royce O'Neale,Personal Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,62,65,0.302,0.302,7:18
3,6:47,PHX,Devin Booker,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,62,65,0.394,0.338,6:57
3,5:24,BKN,David Duke Jr.,Shooting Foul,Foul,CJ Washington,Kevin Scott,Brett Nansel,BKN,67,67,0.357,0.415,5:29
