Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,7:08,CHI,Nikola Vucevic,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,9,11,0.356,0.356,7:13
1,6:32,CHI,Torrey Craig,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,9,11,0.339,0.357,6:32
1,6:22,IND,Andrew Nembhard,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,9,13,0.331,0.332,6:32
1,5:45,CHI,DeMar DeRozan,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,11,13,0.357,0.355,6:04
1,5:19,CHI,Torrey Craig,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,11,13,0.321,0.357,5:20
1,4:52,IND,Tyrese Haliburton,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,11,13,0.383,0.383,4:58
1,3:52,IND,Jalen Smith,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,11,15,0.334,0.335,3:56
1,3:48,IND,Ben Sheppard,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,11,15,0.372,0.334,3:52
1,3:29,CHI,Alex Caruso,Defensive 3-Seconds Technical,Foul,John Goble,Eric Dalen,CJ Washington,CHI,14,15,0.392,0.381,3:39
1,1:24,CHI,Alex Caruso,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,21,17,0.485,0.528,1:34
1,28.1,IND,Aaron Nesmith,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,23,21,0.543,0.502,44.1
2,10:37,IND,Aaron Nesmith,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,29,26,0.582,0.538,10:48
2,9:41,IND,T.J. McConnell,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,33,31,0.555,0.51,9:51
2,8:55,CHI,Torrey Craig,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,38,31,0.587,0.63,9:17
2,7:46,IND,Andrew Nembhard,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,40,33,0.666,0.669,7:53
2,7:40,CHI,Andre Drummond,Loose Ball Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,40,33,0.638,0.637,7:40
2,7:40,CHI,Andre Drummond,Technical Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,40,33,0.614,0.638,7:40
2,5:07,IND,Obi Toppin,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,46,39,0.723,0.681,5:17
2,2:56,CHI,Ayo Dosunmu,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,57,39,0.899,0.9,2:56
2,2:53,CHI,DeMar DeRozan,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,57,39,0.874,0.899,2:56
2,1:27,CHI,Ayo Dosunmu,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,62,40,0.949,0.96,1:32
2,14.0,IND,Isaiah Jackson,Offensive Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,64,43,0.965,0.957,29.0
3,11:41,IND,Aaron Nesmith,Loose Ball Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,64,43,0.967,0.967,11:41
3,10:50,CHI,DeMar DeRozan,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,64,45,0.928,0.945,10:53
3,8:15,CHI,Ayo Dosunmu,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,67,50,0.915,0.937,8:19
3,7:44,IND,Pascal Siakam,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,67,52,0.944,0.926,7:47
3,5:51,IND,Pascal Siakam,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,69,56,0.907,0.907,6:12
3,5:40,CHI,DeMar DeRozan,Technical Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,71,56,0.913,0.925,5:41
3,4:14,CHI,Dalen Terry,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,71,62,0.753,0.799,4:19
3,3:38,IND,Jalen Smith,Loose Ball Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,71,64,0.822,0.778,3:38
3,2:58,IND,Tyrese Haliburton,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,73,64,0.881,0.843,3:06
3,1:16,CHI,Dalen Terry,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,81,71,0.837,0.886,1:16
3,1:05,IND,Doug McDermott,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,83,72,0.925,0.885,1:05
3,56.0,IND,Jalen Smith,Offensive Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,84,72,0.931,0.906,1:05
3,34.2,IND,Jalen Smith,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,84,72,0.943,0.934,34.2
4,11:12,IND,Andrew Nembhard,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,89,74,0.982,0.967,11:12
4,10:47,IND,Pascal Siakam,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,90,74,0.99,0.977,11:12
4,9:27,CHI,Javonte Green,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,95,79,0.977,0.989,9:27
4,8:37,IND,Aaron Nesmith,Loose Ball Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,97,79,0.996,0.995,8:37
4,6:01,IND,Isaiah Jackson,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,107,87,0.999,0.999,6:01
4,4:25,IND,Kendall Brown,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,112,89,0.999,0.999,4:25
4,4:15,CHI,Coby White,Personal Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,113,89,0.999,0.999,4:25
4,1:57,CHI,Javonte Green,Personal Take Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,120,95,0.999,0.999,2:02
4,1:24,CHI,Terry Taylor,Shooting Foul,Foul,John Goble,Eric Dalen,CJ Washington,CHI,123,95,0.999,0.999,1:29
