Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,9:15,POR,Duop Reath,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,4,6,0.248,0.277,9:28
1,8:20,BKN,Mikal Bridges,Loose Ball Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,6,7,0.322,0.325,8:20
1,7:28,BKN,Cameron Johnson,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,10,9,0.393,0.35,7:28
1,6:10,POR,Malcolm Brogdon,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,11,12,0.275,0.308,6:12
2,9:27,BKN,Trendon Watford,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,30,30,0.387,0.388,9:33
2,7:55,BKN,Dennis Smith Jr.,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,34,33,0.469,0.424,8:00
2,2:13,POR,Duop Reath,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,47,46,0.366,0.415,2:27
2,6.2,BKN,Mikal Bridges,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,49,52,0.376,0.326,27.1
3,10:44,POR,Duop Reath,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,51,52,0.361,0.36,10:44
3,10:38,POR,Jabari Walker,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,51,52,0.313,0.361,10:44
3,9:04,POR,Anfernee Simons,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,56,56,0.348,0.401,9:05
3,8:58,POR,Duop Reath,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,56,57,0.339,0.367,8:58
3,8:28,POR,Jerami Grant,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,59,57,0.422,0.479,8:43
3,5:04,BKN,Nic Claxton,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,69,67,0.604,0.498,5:07
3,4:27,BKN,Mikal Bridges,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,70,69,0.502,0.502,4:45
3,4:06,BKN,Nic Claxton,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,70,69,0.568,0.505,4:07
3,3:13,POR,Matisse Thybulle,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,72,71,0.397,0.462,3:16
3,1:37,POR,Toumani Camara,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,72,79,0.119,0.158,1:51
3,47.1,BKN,Nic Claxton,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,72,81,0.17,0.129,1:06
3,12.1,POR,Jabari Walker,Personal Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,72,81,0.072,0.099,30.1
4,11:18,BKN,Dorian Finney-Smith,Offensive Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,76,83,0.173,0.14,11:28
4,9:31,POR,Matisse Thybulle,Loose Ball Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,81,86,0.188,0.194,9:31
4,9:00,BKN,Royce O'Neale,Offensive Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,83,86,0.327,0.274,9:10
4,7:07,POR,Toumani Camara,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,85,86,0.275,0.375,7:18
4,6:37,POR,Matisse Thybulle,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,88,87,0.376,0.493,6:56
4,5:06,BKN,Spencer Dinwiddie,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,90,91,0.501,0.43,5:07
4,4:16,POR,Anfernee Simons,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,93,93,0.364,0.512,4:16
4,3:39,BKN,Spencer Dinwiddie,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,93,94,0.566,0.423,3:50
4,1:48,POR,Malcolm Brogdon,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,97,99,0.141,0.246,2:06
4,1:34,BKN,Mikal Bridges,Shooting Foul,Foul,Josh Tiven,Ray Acosta,John Conley,POR,97,101,0.316,0.172,1:48
