Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,11:53,DAL,Grant Williams,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,0,0,0.399,0.398,12:00
1,7:29,DAL,Derrick Jones Jr.,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,5,10,0.326,0.292,7:45
1,6:34,LAL,Anthony Davis,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,10,10,0.351,0.387,6:47
1,4:41,LAL,Rui Hachimura,Loose Ball Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,17,16,0.418,0.417,4:41
1,4:05,DAL,Dante Exum,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,19,16,0.5,0.501,4:05
1,2:33,DAL,Josh Green,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,21,21,0.465,0.422,2:42
1,2:26,LAL,Christian Wood,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,23,21,0.451,0.452,2:33
1,6.0,LAL,Austin Reaves,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,25,28,0.286,0.324,10.1
2,11:08,LAL,Rui Hachimura,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,25,29,0.261,0.294,11:21
2,10:51,DAL,Richaun Holmes,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,25,31,0.31,0.273,10:52
2,8:57,DAL,Dante Exum,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,28,37,0.237,0.204,9:14
2,6:13,DAL,Derrick Jones Jr.,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,35,48,0.137,0.109,6:13
2,4:14,DAL,Derrick Jones Jr.,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,40,51,0.186,0.155,4:14
2,1:27,DAL,Grant Williams,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,44,58,0.122,0.1,1:30
2,12.0,LAL,Austin Reaves,Offensive Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,46,62,0.058,0.069,31.1
3,11:46,LAL,Anthony Davis,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,46,62,0.043,0.063,12:00
3,10:21,DAL,Luka Doncic,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,51,67,0.063,0.063,10:28
3,5:28,DAL,Richaun Holmes,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,63,79,0.061,0.046,5:49
3,5:21,LAL,D'Angelo Russell,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,65,79,0.056,0.054,5:28
3,3:46,LAL,Taurean Prince,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,67,83,0.03,0.031,3:54
3,2:25,LAL,Austin Reaves,Loose Ball Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,69,83,0.029,0.042,2:25
3,1:15,LAL,Anthony Davis,Offensive Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,71,88,0.016,0.022,1:22
3,36.1,DAL,Dwight Powell,Offensive Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,71,91,0.007,0.005,42.0
4,11:38,DAL,Dwight Powell,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,73,91,0.016,0.008,11:38
4,11:23,LAL,Jaxson Hayes,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,74,91,0.006,0.012,11:38
4,9:26,DAL,Grant Williams,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,80,93,0.041,0.038,9:30
4,9:20,DAL,Derrick Jones Jr.,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,82,93,0.09,0.05,9:20
4,8:50,DAL,Richaun Holmes,Personal Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,82,93,0.104,0.066,8:51
4,8:11,LAL,Taurean Prince,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,84,93,0.064,0.085,8:11
4,6:14,LAL,Taurean Prince,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,87,93,0.09,0.151,6:34
4,4:37,DAL,Luka Doncic,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,92,95,0.379,0.327,4:37
4,3:46,DAL,Grant Williams,Shooting Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,92,97,0.24,0.195,3:46
4,3.0,LAL,Austin Reaves,Personal Take Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,101,102,0.038,0.099,3.1
4,2.1,LAL,Austin Reaves,Personal Take Foul,Foul,Derek Richardson,Zach Zarba,Marat Kogut,LAL,101,102,0.033,0.038,3.0
