Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,10:45,PHX,Devin Booker,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,3,2,0.157,0.139,10:59
1,10:04,POR,Scoot Henderson,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,4,4,0.119,0.118,10:15
1,9:56,PHX,Jusuf Nurkic,Offensive Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,4,4,0.131,0.119,10:04
1,5:37,PHX,Bradley Beal,Defensive 3-Seconds Technical,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,22,18,0.213,0.217,5:48
1,4:55,PHX,Grayson Allen,Loose Ball Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,23,20,0.205,0.206,4:55
1,4:21,POR,Justin Minaya,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,25,20,0.23,0.228,4:31
1,3:53,POR,Jabari Walker,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,27,20,0.244,0.273,4:03
1,3:37,POR,Justin Minaya,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,27,21,0.226,0.256,3:41
1,3:30,POR,Rayan Rupert,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,27,21,0.227,0.268,3:37
1,1:55,PHX,Devin Booker,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,30,23,0.363,0.32,1:58
1,32.1,POR,Justin Minaya,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,33,28,0.247,0.285,32.1
2,9:18,POR,Toumani Camara,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,38,38,0.173,0.206,9:18
2,7:54,POR,Anfernee Simons,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,43,41,0.24,0.236,8:13
2,7:06,PHX,Jusuf Nurkic,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,45,46,0.201,0.199,7:23
2,6:31,PHX,Bradley Beal,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,47,48,0.237,0.204,6:40
2,5:54,POR,Justin Minaya,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,49,50,0.162,0.189,6:00
2,5:29,POR,Anfernee Simons,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,49,52,0.131,0.155,5:37
2,4:49,POR,Kris Murray,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,49,57,0.072,0.088,4:52
2,4:01,POR,Jabari Walker,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,52,61,0.064,0.078,4:17
2,2:45,PHX,Keita Bates-Diop,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,52,65,0.065,0.052,2:59
2,2:34,POR,Duop Reath,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,54,65,0.054,0.06,2:35
2,2:05,PHX,Grayson Allen,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,54,66,0.068,0.061,2:05
2,1:50,PHX,Chimezie Metu,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,55,66,0.086,0.071,1:55
2,1:50,PHX,Devin Booker,Technical Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,55,66,0.078,0.086,1:50
2,1:38,PHX,Bradley Beal,Offensive Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,58,66,0.104,0.093,1:50
3,11:08,POR,Duop Reath,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,64,71,0.089,0.107,11:14
3,8:13,PHX,Kevin Durant,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,71,82,0.092,0.072,8:23
3,7:00,POR,Scoot Henderson,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,76,84,0.099,0.099,7:10
3,6:16,PHX,Jusuf Nurkic,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,78,87,0.112,0.083,6:16
3,4:06,PHX,Kevin Durant,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,82,95,0.045,0.046,4:09
3,2:32,PHX,Chimezie Metu,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,87,100,0.05,0.033,2:32
3,2:19,POR,Justin Minaya,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,87,100,0.023,0.034,2:29
3,1:50,POR,Scoot Henderson,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,87,102,0.013,0.02,2:06
4,11:06,POR,Duop Reath,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,95,106,0.026,0.042,11:26
4,9:30,PHX,Chimezie Metu,Personal Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,97,109,0.039,0.037,9:41
4,9:22,PHX,Bradley Beal,Shooting Foul,Foul,James Capers,Brent Barnaky,Phenizee Ransom,POR,97,109,0.061,0.039,9:30
