Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,10:38,CHI,Josh Giddey,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,2,5,0.515,0.552,10:40
1,37.1,CHA,Vasilije Micic,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,25,33,0.439,0.397,43.1
2,10:47,CHA,Miles Bridges,Loose Ball Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,29,41,0.271,0.272,10:47
2,9:47,CHI,Julian Phillips,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,35,46,0.249,0.292,9:47
2,7:50,CHI,Ayo Dosunmu,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,44,49,0.427,0.427,7:58
2,5:37,CHI,Dalen Terry,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,50,59,0.293,0.292,5:37
2,2:26,CHA,Mark Williams,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,60,63,0.522,0.463,2:26
2,1:58,CHI,Ayo Dosunmu,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,64,63,0.546,0.597,2:10
2,1:03,CHA,Cody Martin,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,68,67,0.648,0.595,1:03
2,35.1,CHI,Coby White,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,71,69,0.573,0.625,39.0
3,10:20,CHA,LaMelo Ball,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,73,77,0.495,0.442,10:28
3,8:43,CHI,Zach LaVine,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,76,83,0.236,0.283,8:47
3,8:17,CHI,Nikola Vucevic,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,78,85,0.234,0.282,8:31
3,4:45,CHI,Ayo Dosunmu,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,91,96,0.323,0.322,4:54
3,3:03,CHA,Tidjane Salaun,Loose Ball Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,97,96,0.613,0.614,3:03
3,2:08,CHA,Cody Martin,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,97,96,0.675,0.614,2:20
3,44.1,CHA,Miles Bridges,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,101,98,0.731,0.699,44.1
4,11:45,CHI,Coby White,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,103,98,0.663,0.769,12:00
4,10:58,CHI,Julian Phillips,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,103,102,0.534,0.55,10:58
4,10:33,CHI,Julian Phillips,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,103,102,0.525,0.542,10:36
4,7:43,CHA,Mark Williams,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,103,110,0.172,0.262,8:45
4,6:26,CHI,Nikola Vucevic,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,105,114,0.044,0.082,6:26
4,6:10,CHI,Nikola Vucevic,Transition Take Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,105,115,0.038,0.038,6:10
4,6:10,CHI,Nikola Vucevic,Technical Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,105,115,0.03,0.038,6:10
4,4:51,CHA,LaMelo Ball,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,107,121,0.009,0.007,4:55
4,3:15,CHA,Mark Williams,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,115,121,0.217,0.122,3:23
4,2:32,CHA,Mark Williams,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,117,121,0.341,0.211,2:42
4,1:58,CHI,Lonzo Ball,Shooting Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,119,121,0.176,0.288,2:19
4,1:38,CHI,Ayo Dosunmu,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,121,122,0.232,0.36,1:47
4,16.1,CHA,Mark Williams,Loose Ball Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,121,124,0.389,0.187,16.1
4,12.2,CHI,Lonzo Ball,Personal Foul,Foul,Zach Zarba,Sean Corbin,Tyler Ricks,CHI,123,124,0.129,0.3,16.1
