Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,9:55,CHI,Josh Giddey,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,3,4,0.328,0.357,10:08
1,7:12,CHI,Patrick Williams,Technical Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,10,13,0.302,0.342,7:12
1,6:38,HOU,Jabari Smith Jr.,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,12,13,0.431,0.394,6:40
1,5:32,CHI,Zach LaVine,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,16,16,0.357,0.394,5:35
1,5:18,HOU,Alperen Sengun,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,16,18,0.37,0.37,5:32
1,3:46,CHI,Matas Buzelis,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,18,22,0.299,0.296,3:50
1,2:32,CHI,Ayo Dosunmu,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,24,24,0.361,0.402,2:45
1,46.1,CHI,Ayo Dosunmu,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,26,26,0.363,0.404,50.0
2,11:42,HOU,Tari Eason,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,26,27,0.405,0.391,12:00
2,11:28,CHI,Julian Phillips,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,26,27,0.339,0.375,11:31
2,10:35,CHI,Julian Phillips,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,28,28,0.367,0.407,10:37
2,8:58,HOU,Tari Eason,Loose Ball Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,33,34,0.411,0.384,8:58
2,8:47,CHI,Jalen Smith,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,34,34,0.37,0.411,8:58
2,8:43,HOU,Amen Thompson,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,34,36,0.382,0.384,8:47
2,7:59,HOU,Tari Eason,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,34,36,0.429,0.384,8:04
2,7:54,HOU,Amen Thompson,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,34,36,0.429,0.429,7:59
2,7:37,CHI,Dalen Terry,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,36,36,0.368,0.412,7:54
2,6:00,HOU,Jabari Smith Jr.,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,36,42,0.316,0.277,6:01
2,4:47,CHI,Nikola Vucevic,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,38,48,0.145,0.179,4:47
2,4:46,HOU,Dillon Brooks,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,38,48,0.212,0.179,4:46
2,2:10,HOU,Reed Sheppard,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,48,60,0.163,0.133,2:13
2,1:46,HOU,Jalen Green,Loose Ball Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,50,62,0.162,0.131,1:46
3,10:40,CHI,Coby White,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,52,72,0.025,0.024,10:45
3,8:31,CHI,Zach LaVine,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,54,81,0.002,0.003,8:38
3,8:05,CHI,Nikola Vucevic,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,54,83,0.001,0.001,8:08
3,7:03,CHI,Julian Phillips,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,57,87,0.001,0.001,7:21
3,6:37,CHI,Jevon Carter,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,59,87,0.001,0.002,6:41
3,3:41,CHI,Zach LaVine,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,66,97,0.001,0.001,3:54
3,3:25,HOU,Fred VanVleet,Loose Ball Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,66,99,0.001,0.001,3:25
4,11:24,HOU,Tari Eason,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,80,108,0.001,0.001,11:24
4,8:30,CHI,Dalen Terry,Loose Ball Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,89,115,0.001,0.001,8:30
4,8:24,CHI,Jalen Smith,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,89,115,0.001,0.001,8:30
4,8:03,HOU,Tari Eason,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,89,116,0.001,0.001,8:11
4,7:42,HOU,Amen Thompson,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,93,118,0.001,0.001,7:42
4,7:05,CHI,Talen Horton-Tucker,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,94,120,0.001,0.001,7:07
4,6:43,HOU,Jock Landale,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,94,122,0.001,0.001,6:45
4,6:16,CHI,Matas Buzelis,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,95,122,0.001,0.001,6:22
4,4:58,HOU,Aaron Holiday,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,99,132,0.001,0.001,4:58
4,2:24,HOU,Jeff Green,Shooting Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,100,137,0.001,0.001,2:26
4,1:10,CHI,Chris Duarte,Personal Foul,Foul,Dedric Taylor,Jacyn Goble,J.D. Ralls,CHI,104,141,0.001,0.001,1:12
