Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,10:50,BKN,Dennis Schroder,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,0,0,0.501,0.501,11:00
1,10:17,PHI,Tyrese Maxey,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,5,0,0.605,0.602,10:27
1,9:46,PHI,Kelly Oubre Jr.,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,8,0,0.677,0.676,9:58
1,9:25,BKN,Dorian Finney-Smith,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,10,2,0.717,0.677,9:25
1,8:30,PHI,Kelly Oubre Jr.,Offensive Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,13,4,0.703,0.726,8:33
1,6:39,BKN,Cam Thomas,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,16,11,0.672,0.637,6:55
1,5:54,BKN,Cam Thomas,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,18,13,0.674,0.637,6:09
1,2:49,PHI,Guerschon Yabusele,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,26,18,0.69,0.691,3:07
1,49.1,BKN,Ziaire Williams,Loose Ball Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,28,24,0.659,0.62,50.1
1,33.2,PHI,Ricky Council IV,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,29,24,0.579,0.617,49.1
2,10:53,BKN,Ziaire Williams,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,31,26,0.671,0.623,10:53
2,10:22,BKN,Noah Clowney,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,32,26,0.718,0.678,10:38
2,9:39,PHI,Kelly Oubre Jr.,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,33,29,0.597,0.595,9:53
2,9:15,BKN,Ziaire Williams,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,33,31,0.61,0.568,9:32
2,9:14,BKN,Nic Claxton,Loose Ball Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,34,31,0.64,0.595,9:14
2,7:41,BKN,Trendon Watford,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,40,31,0.78,0.763,7:41
2,6:32,BKN,Trendon Watford,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,44,33,0.842,0.811,6:51
2,5:45,PHI,Eric Gordon,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,46,33,0.836,0.836,5:52
2,4:57,PHI,Guerschon Yabusele,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,46,36,0.774,0.774,5:14
2,2:23,PHI,KJ Martin,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,51,41,0.748,0.786,2:26
3,11:38,BKN,Dennis Schroder,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,53,50,0.669,0.596,12:00
3,11:21,PHI,Jared McCain,Loose Ball Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,55,50,0.654,0.653,11:21
3,10:44,PHI,Tyrese Maxey,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,55,53,0.495,0.548,11:04
3,9:15,PHI,Guerschon Yabusele,Offensive Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,55,61,0.265,0.3,9:24
3,5:45,BKN,Trendon Watford,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,65,70,0.317,0.319,5:49
3,3:43,BKN,Cameron Johnson,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,73,72,0.594,0.518,3:43
3,2:21,PHI,Andre Drummond,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,77,72,0.63,0.69,2:36
3,1:29,PHI,Andre Drummond,Defensive 3-Seconds Technical,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,79,74,0.711,0.695,1:40
3,1:19,BKN,Ziaire Williams,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,79,75,0.762,0.703,1:21
4,10:12,BKN,Noah Clowney,Shooting Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,79,83,0.409,0.321,10:34
4,6:27,PHI,Jared McCain,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,89,90,0.392,0.405,6:34
4,3:34,PHI,Kelly Oubre Jr.,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,101,92,0.952,0.954,3:43
4,56.1,BKN,Cameron Johnson,Personal Foul,Foul,James Capers,Kevin Cutler,Jonathan Sterling,PHI,111,98,0.999,0.999,56.1
