Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,9:10,OKC,Alex Ducas,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,8,6,0.501,0.539,9:36
1,5:46,OKC,Adam Flagler,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,21,20,0.494,0.541,5:46
1,4:55,NZL,Parker Jackson-Cartwright,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,23,21,0.567,0.569,5:01
1,3:59,OKC,Ousmane Dieng,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,23,24,0.419,0.459,4:09
1,2:29,NZL,Mitch McCarron,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,23,30,0.324,0.323,2:34
1,2:04,NZL,Grant Anticevich,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,23,32,0.311,0.274,2:13
1,1:25,OKC,Dillon Jones,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,24,32,0.236,0.272,1:34
1,28.0,NZL,Grant Anticevich,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,30,32,0.477,0.455,28.0
1,14.1,OKC,Cormac Ryan,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,32,32,0.416,0.451,28.0
2,10:36,NZL,Max Darling,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,34,39,0.369,0.37,10:56
2,7:06,NZL,Sam Mennenga,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,40,47,0.326,0.305,7:19
2,6:04,OKC,Alex Ducas,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,45,49,0.359,0.357,6:14
2,4:40,NZL,Freddie Gillespie,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,47,51,0.327,0.328,4:53
2,4:02,OKC,Malevy Leons,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,47,51,0.297,0.297,4:03
2,2:22,NZL,Freddie Gillespie,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,52,51,0.467,0.415,2:30
2,7:48,OKC,Adam Flagler,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,38,46,0.237,0.5,0.0
3,11:43,OKC,Malevy Leons,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,60,60,0.483,0.303,7:06
3,11:12,NZL,Matthew Mooney,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,60,62,0.5,0.447,11:36
3,10:38,OKC,Adam Flagler,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,64,62,0.554,0.553,10:51
3,10:14,NZL,Parker Jackson-Cartwright,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,64,62,0.59,0.413,12:00
3,7:15,OKC,Malevy Leons,Defensive 3-Seconds Technical,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,71,64,0.749,0.738,7:32
3,6:05,OKC,Dillon Jones,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,71,68,0.599,0.599,6:07
3,4:19,NZL,Mojave King,Offensive Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,73,71,0.606,0.564,4:29
3,3:40,NZL,Sean Bairstow,Offensive Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,76,71,0.728,0.687,3:51
3,2:48,NZL,Carlin Davison,Loose Ball Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,79,74,0.732,0.734,2:48
3,21.0,NZL,Freddie Gillespie,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,84,76,0.893,0.853,26.1
3,6.1,OKC,Ousmane Dieng,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,84,76,0.772,0.822,12.1
4,10:39,NZL,Freddie Gillespie,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,86,79,0.852,0.84,11:01
4,8:10,NZL,Kaia Isaac,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,93,82,0.969,0.943,8:10
4,7:14,NZL,Parker Jackson-Cartwright,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,96,82,0.989,0.988,7:20
4,6:21,NZL,Sam Mennenga,Shooting Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,98,82,0.998,0.996,6:26
4,2:10,OKC,Adam Flagler,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,111,89,0.999,0.999,2:17
4,1:01,NZL,Freddie Gillespie,Personal Foul,Foul,Mark Lindsay,Brandon Adair,Ashley Moyer-Gleich,OKC,113,89,0.999,0.999,1:10
