Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,10:42,OKC,Chet Holmgren,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,2,0,0.768,0.794,10:48
1,8:23,OKC,Cason Wallace,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,7,8,0.695,0.725,8:33
1,4:53,SA,Zach Collins,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,15,10,0.86,0.839,4:59
1,1:35,SA,Keldon Johnson,Loose Ball Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,26,19,0.881,0.862,1:35
1,49.0,OKC,Chet Holmgren,Offensive Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,26,19,0.844,0.861,59.0
2,6:56,OKC,Jalen Williams,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,42,26,0.946,0.946,7:15
2,4:19,OKC,Shai Gilgeous-Alexander,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,47,32,0.939,0.938,4:23
2,3:32,OKC,Ousmane Dieng,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,47,32,0.924,0.939,3:36
2,1:09,OKC,Jalen Williams,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,53,40,0.902,0.922,1:26
3,10:05,OKC,Luguentz Dort,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,66,47,0.975,0.974,10:16
3,10:05,OKC,Cason Wallace,Away from Play Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,66,47,0.975,0.975,10:05
3,9:16,SA,Jeremy Sochan,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,66,52,0.948,0.948,9:34
3,9:10,SA,Chris Paul,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,66,52,0.96,0.948,9:16
3,5:50,OKC,Chet Holmgren,Offensive Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,75,62,0.935,0.947,6:13
3,4:36,OKC,Isaiah Joe,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,75,64,0.91,0.91,4:44
3,1:13,SA,Jeremy Sochan,Loose Ball Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,82,70,0.966,0.952,1:13
4,8:09,SA,Sandro Mamukelashvili,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,86,77,0.96,0.933,8:30
4,7:55,OKC,Jalen Williams,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,87,77,0.933,0.937,8:07
4,5:52,SA,Jeremy Sochan,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,93,81,0.991,0.982,6:06
4,4:12,OKC,Ousmane Dieng,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,97,81,0.995,0.997,4:27
4,1:00,OKC,Cason Wallace,Personal Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,105,90,0.999,0.999,1:04
4,51.0,OKC,Adam Flagler,Shooting Foul,Foul,Jacyn Goble,Tom Washington,Marc Davis,OKC,105,90,0.999,0.999,1:00
