Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,10:19,MIN,Patrick Beverley,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,3,6,0.284,0.255,10:27
1,9:23,MIN,Karl-Anthony Towns,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,7,9,0.277,0.276,9:34
1,9:20,MIN,Anthony Edwards,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,7,9,0.277,0.277,9:23
1,8:59,MIN,Patrick Beverley,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,7,12,0.248,0.219,9:06
1,8:06,ORL,Jalen Suggs,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,9,15,0.187,0.186,8:17
1,7:55,MIN,Patrick Beverley,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,9,15,0.231,0.204,7:55
1,6:34,MIN,Jarred Vanderbilt,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,13,20,0.215,0.189,6:35
1,6:19,ORL,Cole Anthony,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,15,20,0.181,0.205,6:34
1,5:21,ORL,Franz Wagner,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,19,24,0.182,0.207,5:35
1,4:04,ORL,Wendell Carter Jr.,Double Technical Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,19,29,0.135,0.161,4:04
1,3:09,MIN,Taurean Prince,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,19,29,0.17,0.146,3:09
1,2:09,ORL,Wendell Carter Jr.,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,20,29,0.124,0.146,2:23
1,1:38,ORL,Wendell Carter Jr.,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,22,33,0.11,0.132,1:38
1,23.6,MIN,Karl-Anthony Towns,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,22,36,0.113,0.094,38.0
2,9:28,MIN,Jaylen Nowell,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,34,47,0.113,0.091,9:28
2,8:22,MIN,Naz Reid,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,38,49,0.155,0.13,8:34
2,6:14,MIN,Naz Reid,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,40,58,0.062,0.05,6:27
2,4:38,ORL,Cole Anthony,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,47,58,0.092,0.111,5:02
2,3:31,MIN,Naz Reid,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,50,60,0.172,0.144,3:33
2,3:21,MIN,Jaden McDaniels,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,50,60,0.171,0.172,3:31
2,26.4,MIN,Karl-Anthony Towns,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,59,65,0.25,0.204,26.4
3,7:37,MIN,Jarred Vanderbilt,Loose Ball Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,73,82,0.151,0.15,7:37
3,7:12,ORL,Mo Bamba,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,75,84,0.114,0.149,7:12
3,4:31,ORL,Wendell Carter Jr.,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,84,89,0.178,0.222,4:41
3,2:38,MIN,Jaylen Nowell,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,87,93,0.245,0.219,2:39
3,2:38,MIN,Jaylen Nowell,Technical Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,87,93,0.245,0.245,2:38
3,47.8,MIN,Jaden McDaniels,Personal Take Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,97,93,0.725,0.66,47.8
4,11:01,ORL,Chuma Okeke,Loose Ball Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,99,93,0.717,0.729,11:01
4,9:49,MIN,Naz Reid,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,99,95,0.773,0.693,9:54
4,8:16,ORL,Moritz Wagner,Shooting Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,107,97,0.876,0.932,8:16
4,6:19,MIN,Anthony Edwards,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,109,102,0.886,0.88,6:21
4,3:53,MIN,D'Angelo Russell,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,109,104,0.867,0.846,4:11
4,3:42,ORL,Jalen Suggs,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,109,104,0.789,0.811,3:45
4,1:54,MIN,Anthony Edwards,Personal Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,111,108,0.899,0.801,2:05
4,29.9,MIN,Karl-Anthony Towns,Personal Take Foul,Foul,Ed Malloy,Brian Forte,Nate Green,ORL,116,110,0.994,0.978,35.7
