Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,8:41,DAL,Dwight Powell,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,9,7,0.67,0.634,8:49
1,7:49,GS,Andrew Wiggins,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,11,9,0.591,0.633,7:49
1,6:12,DAL,Maxi Kleber,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,16,13,0.693,0.658,6:14
1,5:36,GS,Draymond Green,Loose Ball Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,16,13,0.633,0.633,5:36
1,4:17,DAL,Maxi Kleber,Personal Take Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,18,16,0.63,0.631,4:17
1,3:29,DAL,Reggie Bullock Jr.,Personal Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,20,16,0.715,0.682,3:32
1,1:00,DAL,Davis Bertans,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,26,18,0.806,0.776,1:04
1,27.0,GS,Kevon Looney,Personal Take Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,28,18,0.761,0.795,29.0
2,11:40,GS,Kevon Looney,Offensive Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,28,18,0.798,0.802,12:00
2,10:27,GS,Damion Lee,Personal Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,30,20,0.799,0.8,10:31
2,9:50,GS,Otto Porter Jr.,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,30,20,0.767,0.801,9:58
2,7:45,DAL,Reggie Bullock Jr.,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,34,26,0.799,0.783,7:45
2,6:18,GS,Jordan Poole,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,35,29,0.669,0.71,6:30
2,5:37,DAL,Maxi Kleber,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,37,33,0.704,0.655,5:37
2,4:51,GS,Kevon Looney,Defensive 3-Seconds Technical,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,38,33,0.692,0.685,5:09
2,4:25,GS,Draymond Green,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,38,34,0.611,0.656,4:29
2,3:42,DAL,Spencer Dinwiddie,Technical Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,40,35,0.735,0.686,3:42
2,3:22,GS,Draymond Green,Shooting Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,43,35,0.728,0.768,3:34
2,36.4,GS,Jordan Poole,Personal Foul,Foul,James Capers,Courtney Kirkland,Mark Lindsay,GS,54,43,0.811,0.841,50.5
