Period,Clock,Team,Fouler,Subtype,Descriptor,Official1,Official2,Official3,Home_Team,Home_Score,Away_Score,WinProb_Current,WinProb_Previous,Clock_Previous_WP
1,9:09,BOS,Jayson Tatum,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,9,6,0.88,0.881,9:25
1,7:03,BOS,Jaylen Brown,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,15,8,0.913,0.914,7:19
1,6:05,BOS,Marcus Smart,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,17,10,0.904,0.92,6:05
1,5:56,WSH,Deni Avdija,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,17,11,0.91,0.911,6:05
1,5:20,WSH,Deni Avdija,Loose Ball Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,17,11,0.909,0.909,5:20
1,3:39,BOS,Marcus Smart,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,22,13,0.909,0.923,3:39
1,2:35,BOS,Derrick White,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,24,15,0.907,0.92,2:38
1,55.7,WSH,Anthony Gill,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,31,22,0.933,0.917,55.7
2,9:34,BOS,Derrick White,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,42,30,0.926,0.939,9:46
2,9:19,WSH,Deni Avdija,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,42,32,0.941,0.931,9:34
2,7:47,WSH,Corey Kispert,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,49,39,0.94,0.929,8:01
2,4:09,BOS,Grant Williams,Personal Take Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,59,45,0.949,0.95,4:11
2,4:02,BOS,Al Horford,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,59,45,0.938,0.949,4:09
2,3:08,WSH,Corey Kispert,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,61,47,0.962,0.949,3:08
2,38.8,WSH,Kentavious Caldwell-Pope,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,67,57,0.938,0.923,1:00
2,19.1,BOS,Jayson Tatum,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,68,57,0.904,0.921,38.8
3,11:15,BOS,Daniel Theis,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,70,59,0.903,0.921,11:30
3,11:02,WSH,Tomas Satoransky,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,70,60,0.922,0.922,11:15
3,10:27,WSH,Kentavious Caldwell-Pope,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,74,60,0.963,0.952,10:27
3,9:11,WSH,Corey Kispert,Offensive Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,77,60,0.977,0.977,9:23
3,8:23,WSH,Kentavious Caldwell-Pope,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,80,62,0.982,0.982,8:42
3,7:03,BOS,Jayson Tatum,Offensive Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,83,64,0.984,0.987,7:13
3,3:39,WSH,Tomas Satoransky,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,92,72,0.995,0.993,3:57
3,2:44,BOS,Marcus Smart,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,95,72,0.994,0.996,3:04
3,2:35,BOS,Derrick White,Loose Ball Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,95,74,0.994,0.994,2:35
3,2:04,WSH,Anthony Gill,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,95,74,0.996,0.995,2:10
3,1:20,BOS,Al Horford,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,100,76,0.997,0.998,1:38
3,47.8,BOS,Grant Williams,Loose Ball Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,102,78,0.997,0.998,47.8
4,9:00,WSH,Anthony Gill,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,115,81,0.999,0.999,9:00
4,8:26,BOS,Grant Williams,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,119,81,0.999,0.999,8:39
4,7:13,BOS,Aaron Nesmith,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,124,86,0.999,0.999,7:13
4,6:28,BOS,Aaron Nesmith,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,124,89,0.999,0.999,6:34
4,4:50,BOS,Payton Pritchard,Personal Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,126,91,0.999,0.999,4:56
4,4:48,BOS,Malik Fitts,Shooting Foul,Foul,James Williams,Scott Wall,Nate Green,BOS,126,91,0.999,0.999,4:50
